id;jhi_date;jhi_value;fund_id
914;2017-02-13;1091.07;8
915;2017-02-10;1085.18;8
916;2017-02-09;1081.30;8
917;2017-02-08;1075.10;8
918;2017-02-07;1075.42;8
919;2017-02-06;1072.99;8
920;2017-02-03;1073.67;8
921;2017-02-02;1069.44;8
922;2017-02-01;1070.86;8
923;2017-01-31;1064.85;8
924;2017-01-30;1072.75;8
925;2017-01-27;1077.36;8
926;2017-01-26;1080.53;8
927;2017-01-25;1076.60;8
928;2017-01-24;1069.29;8
929;2017-01-23;1066.63;8
930;2017-01-20;1070.58;8
931;2017-01-19;1073.44;8
932;2017-01-18;1070.74;8
933;2017-01-17;1069.54;8
934;2017-01-16;1074.76;8
935;2017-01-13;1077.75;8
936;2017-01-12;1071.23;8
937;2017-01-11;1080.80;8
938;2017-01-10;1074.83;8
939;2017-01-09;1075.42;8
940;2017-01-06;1076.62;8
941;2017-01-05;1073.99;8
942;2017-01-04;1077.55;8
943;2017-01-03;1078.35;8
944;2017-01-02;1072.57;8
945;2016-12-30;1067.94;8
946;2016-12-29;1068.84;8
947;2016-12-28;1073.15;8
948;2016-12-27;1070.43;8
949;2016-12-23;1069.37;8
950;2016-12-22;1069.15;8
951;2016-12-21;1071.23;8
952;2016-12-20;1074.05;8
953;2016-12-19;1070.62;8
954;2016-12-16;1070.31;8
955;2016-12-15;1071.25;8
956;2016-12-14;1062.05;8
957;2016-12-13;1064.74;8
958;2016-12-12;1061.85;8
959;2016-12-09;1066.12;8
960;2016-12-08;1061.51;8
961;2016-12-07;1051.14;8
962;2016-12-06;1046.60;8
963;2016-12-05;1042.47;8
964;2016-12-02;1040.87;8
965;2016-12-01;1044.66;8
966;2016-11-30;1047.19;8
967;2016-11-29;1046.86;8
968;2016-11-28;1046.74;8
969;2016-11-25;1048.36;8
970;2016-11-24;1048.39;8
971;2016-11-23;1048.72;8
972;2016-11-22;1048.09;8
973;2016-11-21;1043.83;8
974;2016-11-18;1044.25;8
975;2016-11-17;1043.42;8
976;2016-11-16;1040.63;8
977;2016-11-15;1040.54;8
978;2016-11-14;1040.30;8
979;2016-11-11;1039.49;8
980;2016-11-10;1043.50;8
981;2016-11-09;1043.73;8
982;2017-05-04;521.61;9
983;2017-05-03;523.79;9
984;2017-05-02;524.24;9
985;2017-04-28;525.05;9
986;2017-04-27;525.74;9
987;2017-04-26;524.68;9
988;2017-04-25;523.25;9
989;2017-04-24;526.77;9
990;2017-04-21;531.92;9
991;2017-04-20;529.85;9
992;2017-04-19;531.69;9
993;2017-04-18;532.97;9
994;2017-04-13;533.66;9
995;2017-04-12;533.56;9
996;2017-04-11;532.43;9
997;2017-04-10;531.92;9
998;2017-04-07;531.49;9
999;2017-04-06;530.42;9
1000;2017-04-05;530.17;9
1001;2017-04-04;530.18;9
1002;2017-04-03;530.56;9
1003;2017-03-31;528.01;9
1004;2017-03-30;526.82;9
1005;2017-03-29;526.79;9
1006;2017-03-28;523.47;9
1007;2017-03-27;523.31;9
1008;2017-03-24;524.61;9
1009;2017-03-23;524.72;9
1010;2017-03-22;524.74;9
1011;2017-03-21;523.41;9
1012;2017-03-20;523.88;9
1013;2017-03-17;523.73;9
1014;2017-03-16;523.19;9
1015;2017-03-15;525.71;9
1016;2017-03-14;523.74;9
1017;2017-03-13;522.74;9
1018;2017-03-10;523.18;9
1019;2017-03-09;525.59;9
1020;2017-03-08;527.62;9
1021;2017-03-07;528.49;9
1022;2017-03-06;528.44;9
1023;2017-03-03;529.67;9
1024;2017-03-02;530.88;9
1025;2017-03-01;530.84;9
1026;2017-02-28;531.33;9
1027;2017-02-27;532.03;9
1028;2017-02-24;533.79;9
1029;2017-02-23;531.67;9
1030;2017-02-22;531.67;9
1031;2017-02-21;531.49;9
1032;2017-02-20;529.51;9
1033;2017-02-17;529.29;9
1034;2017-02-16;527.28;9
1035;2017-02-15;529.09;9
1036;2017-02-14;529.71;9
1037;2017-02-13;529.56;9
1038;2017-02-10;529.56;9
1039;2017-02-09;528.97;9
1040;2017-02-08;529.07;9
1041;2017-02-07;528.03;9
1042;2017-02-06;526.25;9
1043;2017-02-03;524.77;9
1044;2017-02-02;524.19;9
1045;2017-02-01;524.15;9
1046;2017-01-31;524.13;9
1047;2017-01-30;525.80;9
1048;2017-01-27;524.33;9
1049;2017-01-26;525.27;9
1050;2017-01-25;524.39;9
1051;2017-01-24;525.06;9
1052;2017-01-23;526.12;9
1053;2017-01-20;524.89;9
1054;2017-01-19;526.95;9
1055;2017-01-18;527.16;9
1056;2017-01-17;528.43;9
1057;2017-01-16;528.82;9
1058;2017-01-13;527.50;9
1059;2017-01-12;528.41;9
1060;2017-01-11;531.16;9
1061;2017-01-10;528.00;9
1062;2017-01-09;528.12;9
1063;2017-01-06;527.27;9
1064;2017-01-05;528.35;9
1065;2017-01-04;529.64;9
1066;2017-01-03;531.62;9
1067;2017-01-02;529.99;9
1068;2016-12-30;528.38;9
1069;2016-12-29;529.74;9
1070;2016-12-28;531.05;9
1071;2016-12-27;528.79;9
1072;2016-12-23;528.99;9
1073;2016-12-22;528.91;9
1074;2016-12-21;529.61;9
1075;2016-12-20;530.68;9
1076;2016-12-19;530.12;9
1077;2016-12-16;528.95;9
1078;2016-12-15;528.61;9
1079;2016-12-14;526.92;9
1080;2016-12-13;526.89;9
1081;2016-12-12;527.52;9
1082;2016-12-09;529.69;9
1083;2016-12-08;528.73;9
1084;2016-12-07;525.45;9
1085;2016-12-06;525.62;9
1086;2016-12-05;525.81;9
1087;2016-12-02;528.22;9
1088;2016-12-01;527.81;9
1089;2016-11-30;529.31;9
1090;2016-11-29;530.80;9
1091;2016-11-28;532.12;9
1092;2016-11-25;530.03;9
1093;2016-11-24;531.42;9
1094;2016-11-23;532.20;9
1095;2016-11-22;533.30;9
1096;2016-11-21;531.76;9
1097;2016-11-18;532.79;9
1098;2016-11-17;532.24;9
1099;2016-11-16;532.52;9
1100;2016-11-15;531.79;9
1101;2016-11-14;531.94;9
1102;2016-11-11;531.60;9
1103;2016-11-10;531.68;9
1104;2016-11-09;533.58;9
